len,domainLen,underscore,at,dash,dot,slash,ampersand,question,equal,PhishingResult
6,5,0,0,0,0,1,0,0,0,0
11,18,0,0,1,1,1,0,0,0,0
12,9,0,0,0,0,0,0,1,0,0
8,12,0,0,0,1,2,0,0,0,0
10,12,0,0,1,1,0,0,0,0,0
6,19,0,0,2,1,7,0,0,0,0
10,6,0,0,2,1,7,0,0,0,0
11,10,0,0,2,1,7,0,0,0,0
16,6,0,0,2,1,7,0,0,0,0
13,10,0,0,0,0,5,0,0,0,0
9,18,0,0,2,1,7,0,0,0,0
7,12,0,1,0,2,2,0,1,1,0
10,13,0,0,1,0,3,0,0,0,0
8,19,0,0,0,0,7,0,0,0,0
11,7,0,0,2,3,3,0,0,0,0
12,10,0,0,0,0,1,0,0,0,0
9,13,0,0,0,1,2,0,0,0,0
10,12,0,0,1,3,5,0,0,0,0
7,13,8,0,1,1,3,2,1,2,0
5,13,0,0,0,1,2,0,0,0,0
4,13,0,1,0,2,2,0,1,1,0
8,6,0,1,0,13,2,10,2,6,0
10,14,0,1,0,2,4,0,1,1,0
7,20,1,1,0,2,4,0,1,1,0
9,13,0,1,0,2,2,0,1,1,0
6,15,0,0,0,1,2,0,0,0,0
10,18,0,0,1,0,6,0,0,0,0
5,16,0,1,0,2,4,0,1,1,0
9,8,0,0,0,1,2,0,0,0,0
8,10,3,0,0,1,1,2,1,4,0
7,26,0,1,0,4,2,0,1,1,0
8,10,0,0,0,0,4,0,0,0,0
12,10,0,1,0,4,5,0,1,1,0
11,10,0,1,0,4,5,0,1,1,0
17,10,0,0,1,1,3,0,0,0,0
16,10,0,0,0,0,2,0,0,0,0
8,10,0,0,0,1,1,0,0,0,0
9,10,0,0,0,1,3,1,1,3,0
12,10,0,0,0,2,8,0,0,0,0
15,13,0,1,0,12,1,8,1,3,0
13,6,0,0,0,1,0,0,0,0,0
7,12,0,0,0,1,2,0,0,0,0
15,12,0,0,7,0,3,0,0,0,0
8,17,0,0,0,1,1,0,0,0,0
8,19,0,0,0,1,3,0,0,0,0
11,12,0,0,0,1,2,0,0,0,0
12,9,0,0,1,2,7,0,0,0,0
6,16,0,0,1,1,1,0,0,0,0
7,14,0,0,0,1,0,0,0,0,0
8,11,0,0,1,0,5,0,0,0,0
6,13,0,0,0,1,0,0,0,0,0
8,15,3,0,1,1,2,2,1,4,0
8,11,0,0,0,0,1,0,0,0,0
9,12,0,0,0,1,2,0,0,0,0
5,13,3,0,1,1,2,2,1,3,0
7,11,0,0,1,0,3,0,0,0,0
11,10,0,0,0,1,1,0,0,0,0
6,15,0,0,1,1,3,0,1,1,0
11,11,0,0,0,0,1,0,0,0,0
10,5,0,0,0,1,5,0,0,0,0
8,9,0,0,3,0,1,0,0,0,0
6,6,0,0,0,0,5,0,0,0,0
6,13,0,2,4,10,12,4,2,6,0
7,9,0,0,1,0,2,0,0,0,0
6,8,0,0,0,0,4,0,0,0,0
7,12,0,0,0,0,1,0,0,0,0
6,13,0,0,0,0,6,0,0,0,0
9,20,0,0,0,1,2,0,0,0,0
10,25,0,0,0,1,2,0,0,0,0
9,12,0,0,0,0,2,0,0,0,0
6,15,0,0,0,1,0,0,0,0,0
5,12,0,0,0,0,2,0,0,0,0
9,11,0,0,0,1,0,0,0,0,0
10,11,0,0,3,0,6,0,0,0,0
10,14,0,0,0,1,1,0,0,0,0
11,10,0,0,0,0,2,0,0,0,0
5,14,0,0,0,0,1,0,0,0,0
7,12,0,0,0,0,5,0,0,0,0
6,14,0,0,0,1,1,0,0,0,0
20,13,0,0,1,0,3,0,0,0,0
7,14,0,0,0,1,1,0,0,0,0
17,11,1,0,0,0,3,0,0,0,0
17,11,0,0,0,1,3,0,0,0,0
7,11,2,0,0,1,2,0,0,0,0
7,20,0,0,1,1,7,0,0,0,0
8,5,0,0,0,0,6,0,0,0,0
9,5,0,0,0,0,1,0,0,0,0
4,20,0,0,0,0,1,0,0,0,0
5,14,0,0,1,1,7,0,0,0,0
5,9,1,0,0,4,4,2,1,3,0
6,10,0,1,0,2,3,0,1,1,0
18,14,0,0,0,0,1,0,0,0,0
15,13,0,0,0,1,2,0,0,0,0
15,14,0,0,1,1,4,0,0,0,0
8,15,0,0,0,1,3,0,0,0,0
16,8,0,0,0,2,3,0,0,0,0
7,8,0,0,0,1,1,0,0,0,0
14,13,0,0,1,1,2,0,0,0,0
6,15,3,1,1,2,5,1,1,2,0
12,15,0,0,2,2,1,0,1,0,0
20,8,0,0,0,1,3,0,0,0,0
6,14,0,0,0,0,2,0,0,0,0
8,15,0,0,0,1,3,0,0,0,0
6,14,0,0,0,1,1,0,0,0,0
8,15,0,0,0,1,1,0,0,0,0
17,9,1,0,0,1,2,2,1,3,0
11,16,1,0,0,1,2,0,0,0,0
12,12,0,0,0,0,2,0,0,0,0
9,17,0,0,0,0,2,0,0,0,0
14,11,0,0,0,0,2,0,0,0,0
12,12,0,0,0,1,1,0,0,0,0
10,28,0,0,0,0,4,0,0,0,0
8,18,1,0,0,0,2,0,0,0,0
12,9,0,0,0,0,4,0,0,0,0
10,14,0,0,0,1,1,0,0,0,0
8,13,0,0,0,0,1,0,0,0,0
13,17,0,0,0,0,1,0,0,0,0
6,12,0,0,0,0,1,0,0,0,0
10,12,0,0,1,0,2,0,0,0,0
10,8,1,0,0,0,1,0,0,0,0
7,13,0,0,0,1,2,0,0,0,0
7,12,0,0,0,1,3,0,0,0,0
9,9,0,0,0,0,3,0,0,0,0
8,10,0,0,0,0,1,0,0,0,0
7,17,0,0,0,0,1,0,0,0,0
9,8,0,0,1,3,2,1,1,2,0
6,14,0,0,1,3,2,1,1,2,0
6,12,0,0,0,1,2,0,0,0,0
12,9,0,0,4,0,2,0,0,0,0
12,8,0,0,0,0,1,0,0,0,0
10,19,0,0,0,0,1,0,0,0,0
9,8,0,0,4,0,2,0,0,0,0
9,12,1,0,0,1,2,0,0,0,0
11,10,0,0,0,0,7,0,0,0,0
14,10,0,0,3,1,7,4,2,6,0
10,12,0,0,0,3,3,0,1,1,0
11,11,0,0,1,1,3,0,0,0,0
8,15,0,0,0,2,7,0,1,1,0
16,14,0,0,0,1,7,0,0,0,0
12,9,0,0,0,0,3,0,0,0,0
12,9,0,0,0,2,7,0,1,1,0
6,12,0,0,0,1,7,0,0,0,0
5,9,0,0,0,2,7,0,0,0,0
8,8,0,0,0,2,7,0,1,1,0
10,17,0,0,0,1,7,0,0,0,0
8,18,0,0,0,2,7,0,1,1,0
7,12,0,0,0,1,7,0,0,0,0
7,12,0,0,1,0,3,0,0,0,0
7,17,0,0,0,2,7,0,1,1,0
4,11,0,0,0,1,7,0,0,0,0
17,12,0,0,1,0,3,0,0,0,0
6,11,0,0,0,0,3,0,0,0,0
7,12,1,0,0,0,1,0,0,0,0
7,12,0,0,0,2,7,0,1,1,0
7,12,0,0,0,1,7,0,0,0,0
4,17,0,1,2,5,4,6,1,7,0
7,8,0,0,0,1,5,0,0,0,0
10,9,0,0,1,0,3,0,0,0,0
6,15,0,1,2,2,1,0,1,1,0
8,15,0,0,1,0,3,0,0,0,0
4,10,0,0,1,1,2,0,0,0,0
8,13,0,0,1,0,3,1,1,5,0
8,12,0,0,1,1,2,0,0,0,0
9,12,0,0,0,0,2,0,0,0,0
9,9,0,0,1,1,3,0,0,0,0
10,15,0,0,0,1,2,0,0,0,0
8,10,0,0,0,0,1,0,0,0,0
16,8,0,0,1,0,3,0,0,0,0
9,6,0,0,0,0,1,0,0,0,0
8,14,0,0,0,0,1,0,0,0,0
17,15,0,0,0,0,1,0,0,0,0
7,12,0,0,0,0,1,0,0,0,0
12,17,1,0,0,0,4,0,0,0,0
11,8,0,0,0,0,1,0,0,0,0
10,11,0,0,0,0,1,0,0,0,0
10,6,0,0,0,0,2,0,0,0,0
11,12,0,0,0,1,0,0,0,0,0
11,6,0,0,0,0,1,0,0,0,0
6,13,0,0,0,0,1,0,0,0,0
5,17,1,0,1,1,3,0,0,0,0
8,10,0,0,0,0,1,0,0,0,0
7,12,0,1,0,1,3,0,1,1,0
12,10,0,1,0,1,2,0,1,1,0
9,12,0,0,0,1,0,0,0,0,0
6,6,0,0,0,0,1,0,0,0,0
10,12,1,0,0,1,3,0,0,0,0
16,14,0,0,0,1,2,0,0,0,0
12,9,0,1,0,4,2,0,1,1,0
8,12,0,0,0,1,3,0,0,0,0
6,8,0,0,0,1,2,0,0,0,0
6,14,0,0,0,2,4,0,0,0,0
5,20,0,0,0,2,4,0,0,0,0
8,7,0,0,0,1,2,1,1,2,0
7,20,0,0,0,1,2,1,1,2,0
13,18,0,0,0,1,2,1,1,2,0
10,10,0,0,0,1,2,1,1,2,0
9,14,0,0,0,1,2,1,1,2,0
8,18,0,0,0,1,2,1,1,2,0
8,19,1,0,0,1,0,0,0,0,0
16,17,1,0,0,1,0,0,0,0,0
12,16,0,0,1,1,3,0,0,0,0
9,12,0,0,0,1,2,1,1,2,0
6,7,0,0,0,1,2,1,1,2,0
11,12,0,0,0,1,2,1,1,2,0
11,12,0,0,1,0,3,0,0,0,0
13,18,0,0,0,0,2,0,0,0,0
6,7,0,0,4,0,1,0,0,0,0
10,13,2,0,2,0,6,0,0,0,0
8,16,0,0,0,13,1,13,2,10,0
12,15,0,0,0,0,3,0,0,0,0
9,17,0,0,1,0,2,0,0,0,0
13,12,0,0,0,0,3,0,0,0,0
15,7,0,0,0,1,5,0,0,0,0
14,7,0,0,0,1,5,0,0,0,0
6,11,0,0,0,1,2,0,0,0,0
6,16,0,0,0,1,5,0,0,0,0
7,7,0,0,2,1,7,0,0,0,0
9,15,0,0,2,1,6,0,0,0,0
10,7,0,1,0,2,2,0,1,1,0
5,12,0,1,0,2,2,0,1,1,0
6,16,0,0,2,1,7,0,0,0,0
11,12,0,0,2,2,7,0,0,0,0
9,13,0,0,2,1,7,0,0,0,0
11,13,0,0,2,2,7,0,0,0,0
8,20,0,1,0,14,4,10,3,6,0
9,7,0,0,0,1,2,0,0,0,0
7,10,0,1,0,2,1,0,1,2,0
18,19,1,0,0,1,2,2,1,3,0
11,14,0,0,1,8,13,1,3,2,0
8,10,0,0,0,2,1,0,1,2,0
5,14,0,0,0,1,2,0,0,0,0
11,9,0,0,2,3,3,0,0,0,0
11,9,0,0,1,0,2,0,0,0,0
12,9,0,0,1,1,5,0,0,0,0
11,9,0,0,0,0,2,0,0,0,0
5,12,2,0,0,1,3,0,0,0,0
11,10,0,0,1,1,2,0,0,0,0
11,18,0,0,0,1,1,0,0,0,0
6,16,0,0,1,1,4,0,0,0,0
7,10,1,0,0,1,3,0,0,0,0
8,15,0,0,0,1,4,0,0,0,0
4,13,0,0,0,1,2,0,0,0,0
8,12,1,0,0,1,0,0,0,0,0
11,13,1,0,0,1,2,2,1,3,0
4,9,1,0,0,1,2,2,1,3,0
5,14,1,0,1,0,3,1,1,2,0
5,21,2,0,0,1,1,0,0,0,0
9,7,0,0,0,1,2,0,0,0,0
14,10,0,0,0,0,2,0,0,0,0
17,19,0,0,1,0,4,0,0,0,0
8,13,0,0,1,0,4,0,0,0,0
8,13,0,0,1,1,0,0,0,0,0
8,12,0,0,1,1,5,0,0,0,0
6,14,0,0,0,1,5,0,0,0,0
5,15,0,0,0,1,1,0,0,0,0
6,13,0,0,0,3,1,0,0,0,0
5,20,0,0,1,0,2,0,0,0,0
5,12,0,0,0,0,3,0,0,0,0
8,15,0,0,1,1,7,0,0,0,0
9,18,0,0,0,1,3,0,0,0,0
7,16,0,0,1,0,3,0,0,0,0
5,16,0,0,1,0,3,0,1,3,0
8,16,0,1,2,2,2,0,2,1,0
15,12,0,1,2,2,2,0,2,1,0
9,12,0,1,2,2,2,0,2,1,0
8,19,0,1,0,4,5,0,2,1,0
15,15,0,1,0,4,5,0,2,1,0
8,14,0,0,0,1,1,0,1,1,0
7,9,0,0,0,1,1,0,1,1,0
6,14,0,1,0,5,2,0,2,1,0
12,15,0,1,0,4,2,0,2,1,0
11,14,0,1,0,1,2,0,1,1,0
6,6,0,0,0,0,1,0,0,0,0
7,10,0,0,0,12,3,8,2,4,0
13,14,0,0,0,0,2,0,0,0,0
13,17,2,1,1,2,3,0,2,2,0
15,13,2,1,1,2,2,0,1,2,0
8,14,2,1,1,2,3,0,2,2,0
12,17,0,1,1,2,3,0,2,1,0
7,14,0,1,1,2,3,0,2,1,0
7,15,0,0,0,1,0,0,1,1,0
7,19,0,0,0,1,2,0,0,0,0
8,20,0,0,1,1,3,0,0,0,0
13,6,2,1,1,2,2,0,1,2,0
5,21,1,0,0,2,4,0,0,0,0
13,7,1,0,0,2,4,0,0,0,0
6,7,0,0,1,1,4,0,0,0,0
10,22,0,0,0,0,1,0,0,0,0
12,14,0,0,0,0,1,0,0,0,0
7,14,0,0,1,1,5,0,0,0,0
7,13,0,0,0,1,1,0,0,0,0
9,12,0,0,1,1,1,0,0,0,0
9,7,0,0,0,1,2,2,1,3,0
9,8,0,0,0,0,1,0,0,0,0
8,12,0,0,0,1,3,0,0,0,0
9,17,0,0,0,0,0,0,0,0,0
6,16,0,0,0,1,5,0,0,0,0
14,7,0,0,0,0,2,0,0,0,0
9,8,0,0,0,0,2,0,0,0,0
12,7,0,0,0,0,3,0,0,0,0
7,8,0,0,1,0,4,0,0,0,0
9,10,4,0,0,1,1,0,1,0,0
10,10,0,0,1,0,3,0,0,0,0
11,10,0,0,0,0,1,0,0,0,0
13,13,0,0,0,1,5,0,0,0,0
13,9,0,0,0,0,2,0,0,0,0
8,12,0,0,0,0,2,0,0,0,0
17,16,0,0,1,0,3,0,0,0,0
16,13,0,0,0,1,5,0,0,0,0
13,6,0,0,1,1,4,0,0,0,0
12,11,0,0,0,0,3,0,0,0,0
8,19,0,0,0,3,4,0,0,0,0
7,12,0,0,0,0,5,0,0,0,0
11,13,0,0,0,1,2,0,1,1,0
13,12,0,0,0,0,4,0,0,0,0
8,12,0,0,0,0,1,0,0,0,0
13,13,0,0,1,1,3,0,0,0,0
12,5,0,0,0,0,1,0,0,0,0
11,12,0,1,0,2,2,0,1,1,0
17,12,0,0,0,0,2,0,0,0,0
9,8,1,0,0,1,2,0,1,2,0
7,7,1,0,0,1,2,0,1,2,0
9,17,0,0,0,1,1,0,0,0,0
6,21,0,0,0,2,7,0,0,0,0
5,14,0,0,0,2,7,0,0,0,0
10,7,0,0,0,2,7,0,1,1,0
7,21,0,0,0,2,7,0,1,1,0
5,21,0,0,0,2,7,0,1,1,0
4,16,0,0,0,2,7,0,1,1,0
13,14,0,0,0,2,7,0,1,1,0
7,12,0,0,0,2,7,0,1,1,0
5,20,0,1,3,3,3,6,1,7,0
5,16,0,0,0,0,2,0,1,1,0
11,15,0,0,0,0,1,0,0,0,0
8,15,0,0,0,0,1,0,0,0,0
9,17,0,0,0,1,1,0,0,0,0
6,24,0,0,0,0,4,0,0,0,0
13,11,0,0,0,1,0,0,0,0,0
5,21,0,0,0,0,1,0,0,0,0
9,10,0,0,0,0,2,0,0,0,0
5,17,3,0,0,2,2,0,1,1,0
9,8,0,0,0,0,2,0,0,0,0
8,5,0,0,0,1,3,0,0,0,0
9,14,0,0,0,0,1,0,0,0,0
10,13,0,0,0,0,2,0,0,0,0
9,9,0,0,0,1,0,0,0,0,0
9,14,0,0,0,2,7,0,0,0,0
9,13,0,0,0,2,7,0,0,0,0
13,22,0,0,0,2,7,0,0,0,0
10,5,0,0,0,2,7,0,0,0,0
18,12,0,0,0,2,7,0,0,0,0
9,10,0,0,0,2,7,0,0,0,0
9,10,0,0,0,2,7,0,0,0,0
8,10,0,0,0,2,7,0,0,0,0
8,15,0,0,0,2,7,0,0,0,0
10,5,0,0,0,2,7,0,0,0,0
4,8,0,0,0,2,7,0,0,0,0
6,17,0,0,0,2,7,0,0,0,0
8,13,0,0,0,2,7,0,0,0,0
6,11,0,0,0,2,7,0,0,0,0
4,15,0,0,0,2,7,0,0,0,0
10,12,0,0,0,2,7,0,0,0,0
11,6,0,0,0,2,7,0,0,0,0
12,15,0,0,0,2,7,0,0,0,0
6,14,0,0,0,2,7,0,0,0,0
10,17,0,0,0,2,7,0,0,0,0
9,15,0,0,0,0,3,0,0,0,0
5,12,0,0,0,2,7,0,0,0,0
7,9,0,0,0,2,7,0,0,0,0
8,10,0,0,0,2,7,0,0,0,0
11,11,0,0,0,2,7,0,0,0,0
8,6,0,0,0,2,7,0,0,0,0
11,17,0,0,0,2,7,0,0,0,0
6,10,0,0,0,2,7,0,0,0,0
9,10,0,0,0,2,7,0,0,0,0
8,19,0,0,0,2,7,0,0,0,0
11,11,0,0,0,2,7,0,0,0,0
8,12,0,0,0,2,7,0,0,0,0
9,18,0,0,0,2,7,0,0,0,0
8,17,0,0,0,2,7,0,0,0,0
8,12,0,0,0,2,7,0,0,0,0
15,16,0,0,0,2,7,0,0,0,0
7,23,0,0,0,2,7,0,0,0,0
10,13,0,0,0,2,7,0,0,0,0
9,14,0,0,0,2,7,0,0,0,0
13,15,0,0,0,2,7,0,0,0,0
8,12,0,0,0,2,7,0,0,0,0
9,23,0,0,0,2,7,0,0,0,0
9,18,0,0,0,2,7,0,0,0,0
12,5,0,0,0,2,7,0,0,0,0
9,12,0,0,0,2,7,0,0,0,0
11,12,0,0,0,2,7,0,0,0,0
9,5,0,0,0,2,7,0,0,0,0
8,10,0,0,0,2,7,0,0,0,0
11,13,0,0,0,2,7,0,0,0,0
10,14,0,0,0,2,7,0,0,0,0
16,6,0,0,0,2,7,0,0,0,0
8,13,0,0,2,3,13,2,1,3,0
7,11,0,0,1,10,6,4,1,2,0
18,14,0,0,0,1,1,0,0,0,0
10,14,0,0,0,1,1,0,0,0,0
4,9,1,0,0,1,3,2,1,3,0
6,12,0,0,0,1,2,0,0,0,0
5,18,0,0,0,0,2,0,0,0,0
4,9,0,0,1,1,4,0,0,0,0
7,9,0,0,0,0,1,0,0,0,0
4,11,0,0,0,1,3,0,0,0,0
10,25,0,0,0,1,3,0,0,0,0
14,9,0,0,0,0,3,0,0,0,0
14,6,0,0,0,1,1,0,0,0,0
9,8,0,0,0,0,2,0,0,0,0
5,25,0,0,1,0,5,0,0,0,0
8,14,0,0,1,1,3,0,0,0,0
6,23,0,0,1,19,5,0,0,0,0
7,13,0,0,0,1,1,0,0,0,0
7,16,0,0,0,1,2,0,0,0,0
8,22,0,0,0,1,2,0,0,0,0
15,24,0,0,0,0,2,0,0,0,0
10,16,1,0,0,1,2,0,1,2,0
14,9,0,0,1,0,4,0,0,0,0
8,18,0,0,1,1,3,0,0,0,0
7,12,0,0,1,0,9,0,0,0,0
9,9,0,0,0,0,2,0,0,0,0
9,9,0,0,0,1,4,0,0,0,0
11,10,0,0,1,0,2,0,0,0,0
7,10,0,0,1,1,2,0,0,0,0
9,11,0,0,0,0,1,0,0,0,0
8,17,0,0,0,0,1,0,0,0,0
7,17,1,0,0,1,2,0,0,0,0
5,10,0,0,0,0,2,0,0,0,0
9,12,0,0,0,0,3,0,0,0,0
12,13,0,0,2,1,4,0,0,0,0
14,12,0,0,0,0,2,0,0,0,0
9,9,2,0,0,1,2,1,1,2,0
14,13,2,0,0,1,2,1,1,2,0
9,6,0,0,0,1,1,0,0,0,0
16,12,0,0,0,1,4,0,0,0,0
16,14,0,0,0,0,3,0,0,0,0
7,9,19,1,6,2,2,6,1,7,0
11,15,0,0,0,1,1,0,0,0,0
12,16,0,0,1,19,5,0,0,0,0
15,14,0,0,0,0,5,0,0,0,0
8,12,0,1,1,2,2,0,1,1,0
13,16,0,1,2,14,2,10,2,6,0
9,10,0,0,0,1,7,0,0,0,0
9,16,0,0,0,1,1,0,0,0,0
10,13,0,0,0,1,4,0,0,0,0
14,18,0,0,0,1,2,0,0,0,0
8,8,0,0,0,1,3,0,0,0,0
12,9,4,0,1,1,3,1,1,1,0
11,12,0,0,0,1,2,0,0,0,0
8,15,0,0,0,1,1,0,0,0,0
10,8,0,0,0,0,2,0,0,0,0
6,14,0,0,0,1,2,0,0,0,0
10,17,1,0,0,1,0,1,1,2,0
9,12,0,0,1,0,6,0,0,0,0
11,10,0,0,1,1,1,0,0,0,0
8,7,0,0,0,0,2,0,0,0,0
12,22,0,0,0,0,1,0,0,0,0
14,6,0,0,0,0,1,0,0,0,0
6,19,0,0,0,1,1,0,0,0,0
6,7,0,0,0,0,1,0,0,0,0
7,12,0,1,0,3,2,0,1,1,0
8,12,0,1,0,2,2,0,1,1,0
7,9,1,0,0,3,3,0,0,0,0
7,11,0,1,0,2,1,0,1,1,0
10,14,1,0,0,1,4,0,1,1,0
8,17,0,0,0,1,3,0,0,0,0
5,11,0,0,1,1,2,0,0,0,0
7,12,0,0,0,1,3,0,0,0,0
7,9,0,1,0,3,2,0,1,1,0
12,9,0,1,0,3,2,0,1,1,0
7,22,0,0,1,0,1,0,0,0,0
6,18,0,0,0,1,2,0,0,0,0
13,16,0,0,1,0,3,0,0,0,0
6,15,0,0,0,0,2,0,0,0,0
4,10,0,0,0,0,4,0,0,0,0
9,7,0,0,0,0,3,0,0,0,0
12,10,0,0,1,1,2,0,0,0,0
10,9,0,0,0,0,2,0,0,0,0
6,14,0,0,0,0,2,0,0,0,0
10,11,0,0,0,1,1,0,0,0,0
11,12,0,0,1,1,2,0,0,0,0
8,9,0,0,0,1,1,0,0,0,0
8,9,0,0,0,0,5,0,0,0,0
8,21,0,0,0,3,1,0,2,2,0
5,12,0,0,0,0,5,0,0,0,0
8,17,0,0,0,0,2,0,0,0,0
8,19,0,0,0,1,0,0,0,0,0
9,24,0,1,1,3,3,0,1,1,0
9,12,1,0,0,0,2,0,0,0,0
7,8,0,0,0,0,7,0,0,0,0
6,8,0,0,1,1,4,0,0,0,0
5,12,0,0,0,1,1,0,0,0,0
8,13,0,1,0,4,1,0,1,1,0
10,11,0,0,0,0,2,0,0,0,0
13,6,0,0,0,0,3,0,0,0,0
10,15,0,0,0,1,1,0,0,0,0
6,12,0,0,0,1,1,0,0,0,0
10,11,0,0,0,0,2,0,0,0,0
8,19,0,0,1,1,2,4,1,5,0
5,8,0,0,0,12,1,9,2,11,0
5,11,0,0,0,1,1,0,0,0,0
13,9,0,0,0,2,2,1,1,2,0
8,8,0,0,0,13,1,10,2,6,0
12,8,0,0,0,1,1,0,0,0,0
9,10,0,0,0,1,3,0,0,0,0
13,14,0,0,0,0,1,0,0,0,0
16,9,0,0,0,0,2,0,0,0,0
17,8,0,1,0,2,3,1,1,2,0
8,10,0,0,0,0,2,0,0,0,0
13,18,0,0,0,0,2,0,0,0,0
8,18,0,0,0,0,7,0,0,0,0
10,12,0,0,0,0,7,0,0,0,0
14,8,0,0,0,0,3,0,0,0,0
7,20,0,0,0,0,3,0,0,0,0
9,17,0,0,0,1,4,0,0,0,0
10,4,0,0,0,1,4,0,0,0,0
12,12,0,0,0,0,2,0,0,0,0
16,16,0,0,0,13,1,12,2,9,0
13,15,0,0,2,1,5,0,0,1,0
8,11,0,0,0,1,2,1,1,2,0
9,10,0,1,0,1,3,0,1,1,0
10,13,0,0,0,1,1,0,0,0,0
8,18,0,0,0,1,1,0,0,0,0
10,15,0,0,0,0,3,0,0,0,0
8,11,0,0,0,1,5,0,0,0,0
9,15,0,1,0,2,1,0,1,1,0
7,14,0,0,1,1,2,0,0,0,0
11,19,0,0,0,0,3,0,0,0,0
7,13,0,0,0,0,3,0,0,0,0
9,9,0,0,0,0,4,0,0,0,0
7,10,0,1,1,2,2,0,1,1,0
11,8,10,1,5,2,2,2,1,4,0
9,20,0,1,0,4,1,0,1,1,0
17,10,10,1,5,2,2,2,1,4,0
12,12,0,1,1,2,2,0,1,1,0
17,12,0,0,0,1,2,0,0,0,0
13,8,0,0,0,1,2,0,0,0,0
15,11,0,0,0,1,2,0,0,0,0
8,10,0,0,0,1,1,0,0,0,0
9,12,0,1,1,4,4,5,1,5,0
8,12,0,1,2,4,4,5,1,5,0
9,12,0,1,1,4,4,5,1,5,0
8,11,0,0,0,1,1,0,1,1,0
9,11,0,0,0,1,3,0,0,0,0
10,11,0,1,0,5,1,0,1,1,0
8,18,0,1,0,4,4,0,1,1,0
7,10,0,0,0,1,3,0,0,0,0
9,14,0,1,1,2,3,0,1,1,0
9,12,0,1,1,2,3,0,1,1,0
8,10,0,1,1,2,3,0,1,1,0
6,10,0,1,1,2,3,0,1,1,0
12,10,0,1,1,2,3,0,1,1,0
9,12,0,0,0,0,1,0,0,0,0
5,17,0,1,1,4,4,5,1,5,0
10,5,0,1,0,4,1,0,1,1,0
5,5,0,1,0,4,4,0,1,1,0
11,15,0,1,1,4,3,5,1,5,0
10,12,0,1,1,4,2,5,1,5,0
10,13,0,0,0,1,5,0,0,0,0
16,18,0,0,0,0,4,0,0,0,0
13,13,0,0,0,0,2,0,0,0,0
13,12,0,0,0,0,2,0,0,0,0
13,9,0,0,0,0,0,0,0,0,0
8,13,0,0,0,1,2,0,0,0,0
11,7,0,0,0,1,2,0,0,0,0
14,9,0,1,0,2,2,0,2,1,0
6,14,0,0,0,1,1,0,0,0,0
8,5,0,0,0,0,2,0,0,0,0
13,9,0,0,0,0,3,0,0,0,0
8,20,0,0,0,0,1,0,0,0,0
10,17,6,0,0,1,1,0,1,1,0
5,26,0,0,0,0,3,0,0,0,0
11,12,0,0,0,1,1,0,0,0,0
10,12,0,0,0,1,2,0,0,0,0
14,19,0,0,1,0,9,0,0,0,0
6,7,0,0,0,0,1,0,0,0,0
13,16,0,0,0,0,1,0,0,0,0
23,8,0,0,0,1,2,0,0,0,0
5,12,0,0,0,13,4,9,2,5,0
7,12,0,0,0,13,4,9,2,5,0
5,10,0,0,0,0,1,0,0,0,0
6,10,0,0,0,0,2,0,0,0,0
5,11,0,0,0,0,2,0,0,0,0
10,12,0,0,2,0,1,0,0,0,0
6,10,0,0,0,0,2,0,0,0,0
10,15,0,0,0,0,1,0,0,0,0
7,14,0,0,0,1,2,0,0,0,0
8,11,0,0,1,3,1,0,0,0,0
8,10,1,0,0,1,2,0,0,0,0
6,8,1,0,0,1,2,0,0,0,0
13,8,0,0,0,0,1,0,0,0,0
8,17,0,3,0,0,1,0,0,0,0
9,17,0,0,0,0,3,0,0,0,0
10,6,0,0,1,1,4,0,0,0,0
8,8,0,0,0,1,2,0,0,0,0
9,12,0,0,1,1,2,0,0,0,0
13,11,0,0,0,0,5,0,0,0,0
16,5,0,0,0,0,4,0,0,0,0
9,13,0,0,0,1,2,0,0,0,0
8,12,1,0,0,2,2,0,1,1,0
11,13,0,0,0,1,1,0,0,0,0
8,5,0,0,0,0,1,0,0,0,0
12,10,0,0,1,0,3,0,0,0,0
13,17,1,0,1,14,10,7,1,9,0
8,10,0,0,0,17,2,15,1,4,0
7,15,0,0,0,1,1,0,0,0,0
8,11,0,0,0,1,4,0,0,0,0
9,17,0,0,0,0,2,0,1,1,0
7,12,2,0,0,0,0,0,0,0,0
10,10,2,0,0,1,2,0,0,0,0
7,12,0,0,1,0,2,0,0,0,0
10,15,0,0,0,1,4,0,0,0,0
7,15,0,1,0,2,3,0,1,1,0
10,9,0,0,0,1,3,0,0,0,0
13,10,0,0,0,13,2,10,2,6,0
10,10,0,0,0,13,2,12,2,9,0
15,10,0,0,0,0,1,0,0,0,0
19,8,0,0,0,13,2,10,2,6,0
8,14,0,0,0,12,2,9,2,11,0
6,18,0,0,0,12,2,9,2,11,0
9,8,0,0,1,1,2,0,0,0,0
7,9,0,0,1,0,2,0,0,0,0
9,9,0,0,1,13,4,12,2,9,0
10,13,0,0,1,13,4,12,2,9,0
10,15,0,0,1,1,3,0,0,0,0
8,14,0,0,0,1,1,1,1,2,0
11,25,0,0,0,1,1,1,1,2,0
7,12,1,0,0,0,1,0,0,0,0
9,12,0,0,0,0,3,0,0,0,0
11,10,1,0,0,1,1,0,0,0,0
16,12,0,0,9,0,2,0,0,0,0
9,17,0,0,0,1,4,0,0,0,0
